Job title,Company,Experience,Location,Salary,Salary (L),min Salary (L),max Salary (L),avg salary (L),Experience (yrs),min Experience (yrs),max Experience (yrs),avg Experience (yrs)
data engineer,Excelra,5-10 Yrs,remote,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-10 ,5,10,7.5
data engineer,Bloomerise Placements (opc),4-9 Yrs,Gurugram,10-16 Lacs PA,10-16 ,10.0,16.0,13.0,4-9 ,4,9,6.5
data engineer,Krazy Mantra,7-10 Yrs,Misc,10-17 Lacs PA,10-17 ,10.0,17.0,13.5,7-10 ,7,10,8.5
data engineer,Bwise Solutions,3-7 Yrs,remote,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,3-7 ,3,7,5.0
data engineer,Futran Tech Solutions,5-10 Yrs,Pune,8.5-18.5 Lacs PA,8.5-18.5 ,8.5,18.5,13.5,5-10 ,5,10,7.5
data engineer,Sysvine Technologies,2-7 Yrs,Hybrid,7-15 Lacs PA,7-15 ,7.0,15.0,11.0,2-7 ,2,7,4.5
data engineer,Seventh Contact Hiring Solutions,4-7 Yrs,Maharashtra,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-7 ,4,7,5.5
data engineer,VRS Advisory Services,2-7 Yrs,Kerala,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,2-7 ,2,7,4.5
data engineer,NRS Software Global,9-11 Yrs,remote,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,9-11 ,9,11,10.0
ML Engineer,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),10-15 Yrs,hyderabad,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,10-15 ,10,15,12.5
Data Scientist,Xebia It Architects,12-18 Yrs,Bangalore,25-40 Lacs PA,25-40 ,25.0,40.0,32.5,12-18 ,12,18,15.0
Data Scientist,Inventech Info Solutions,2-6 Yrs,Bangalore,6.5-16.5 Lacs PA,6.5-16.5 ,6.5,16.5,11.5,2-6 ,2,6,4.0
Data Scientist,Maven Wave Partners,10-19 Yrs,Bangalore,25-40 Lacs PA,25-40 ,25.0,40.0,32.5,10-19 ,10,19,14.5
Data Scientist,Silverlink Technologies,4-9 Yrs,Bangalore,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,4-9 ,4,9,6.5
na,Krazy Mantra,6-10 Yrs,Bangalore,9-19 Lacs PA,9-19 ,9.0,19.0,14.0,6-10 ,6,10,8.0
Data Scientist,Vanshria Holdings And Ventures,15-22 Yrs,Bangalore,40-45 Lacs PA,40-45 ,40.0,45.0,42.5,15-22 ,15,22,18.5
na,NR Consulting,4-6 Yrs,Bangalore,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,4-6 ,4,6,5.0
Data Analyst,Creative Hands HR,8-12 Yrs,Bangalore,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,8-12 ,8,12,10.0
data engineer,Lance Labs,6-11 Yrs,Uttar pradesh,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,6-11 ,6,11,8.5
data engineer,Asky Services Llp,3-8 Yrs,Maharashtra,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,3-8 ,3,8,5.5
data engineer,OnProcess,5-10 Yrs,remote,5.5-15 Lacs PA,5.5-15 ,5.5,15.0,10.25,5-10 ,5,10,7.5
data engineer,Esoftlabs,5-10 Yrs,hyderabad,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,5-10 ,5,10,7.5
data engineer,Mijas Consultants,8-13 Yrs,Gurugram,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,8-13 ,8,13,10.5
data engineer,IDW Team,5-5 Yrs,remote,13-15 Lacs PA,13-15 ,13.0,15.0,14.0,5-5 ,5,5,5.0
data engineer,Krazy Mantra,10-18 Yrs,remote,40-55 Lacs PA,40-55 ,40.0,55.0,47.5,10-18 ,10,18,14.0
data engineer,Eclinicalworks,1-5 Yrs,Gujrat,4.5-8 Lacs PA,4.5-8 ,4.5,8.0,6.25,1-5 ,1,5,3.0
data engineer,Multi Recruit,2-5 Yrs,hyderabad,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,2-5 ,2,5,3.5
data engineer,Wtw Global Delivery And Solutions,3-8 Yrs,Maharashtra,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,3-8 ,3,8,5.5
data engineer,Motivity Labs,5-10 Yrs,hyderabad,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,5-10 ,5,10,7.5
data engineer,Client of Techq Learning Solutions,3-6 Yrs,hyderabad,22.5-25 Lacs PA,22.5-25 ,22.5,25.0,23.75,3-6 ,3,6,4.5
na,300 Plus Consultant,8-11 Yrs,Gurugram,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,8-11 ,8,11,9.5
ML Engineer,Fargowiz Software Services Private Limited,5-10 Yrs,remote,20-27.5 Lacs PA,20-27.5 ,20.0,27.5,23.75,5-10 ,5,10,7.5
na,Wize Careers Consultants,4-9 Yrs,Bangalore,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,4-9 ,4,9,6.5
ML Engineer,Kanta Hr Executive,2-5 Yrs,Bangalore,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,2-5 ,2,5,3.5
python developer,DYR Consulting,3-8 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,3-8 ,3,8,5.5
Data Scientist,Altvu,5-10 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,5-10 ,5,10,7.5
ML Engineer,Uberlife Consulting,5-10 Yrs,Maharashtra,25-27.5 Lacs PA,25-27.5 ,25.0,27.5,26.25,5-10 ,5,10,7.5
data engineer,Vremember Technologies,5-7 Yrs,Maharashtra,8-16 Lacs PA,8-16 ,8.0,16.0,12.0,5-7 ,5,7,6.0
data engineer,Micropoint Computers,3-4 Yrs,Maharashtra,3.5-4 Lacs PA,3.5-4 ,3.5,4.0,3.75,3-4 ,3,4,3.5
data engineer,Qty Staffing,10-17 Yrs,Gurugram,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,10-17 ,10,17,13.5
Data Scientist,DataBuzz Ltd,5-10 Yrs,hyderabad,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,5-10 ,5,10,7.5
Data Analyst,Mango Financial Advisors Llp,0-2 Yrs,Bangalore,10-14 Lacs PA,10-14 ,10.0,14.0,12.0,0-2 ,0,2,1.0
na,Holborn Wells India,2-7 Yrs,Gurugram,5.5-15.5 Lacs PA,5.5-15.5 ,5.5,15.5,10.5,2-7 ,2,7,4.5
na,Pdrc Corporation,1-3 Yrs,remote,1.5-3.25 Lacs PA,1.5-3.25 ,1.5,3.25,2.375,1-3 ,1,3,2.0
ML Engineer,Aedifico Skill Innovation,2-7 Yrs,Uttar pradesh,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,2-7 ,2,7,4.5
na,Independent Consultants,10-20 Yrs,remote,14-16 Lacs PA,14-16 ,14.0,16.0,15.0,10-20 ,10,20,15.0
Lead,Sravathi Advance Process Technologies,5-10 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,5-10 ,5,10,7.5
Data Scientist,Campus Marg,5-10 Yrs,Maharashtra,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,5-10 ,5,10,7.5
Data Scientist,Latinum Hr Solutions,4-9 Yrs,Pune,11-19 Lacs PA,11-19 ,11.0,19.0,15.0,4-9 ,4,9,6.5
Data Scientist,Latinum Hr Solutions,5-10 Yrs,Pune,6-16 Lacs PA,6-16 ,6.0,16.0,11.0,5-10 ,5,10,7.5
Data Scientist,Latinum Hr Solutions,4-9 Yrs,Pune,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-9 ,4,9,6.5
Data Analyst,Werize,0-2 Yrs,Bangalore,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,0-2 ,0,2,1.0
na,Amor Management Consultants,2-7 Yrs,Bangalore,15-22.5 Lacs PA,15-22.5 ,15.0,22.5,18.75,2-7 ,2,7,4.5
Data Analyst,Wipro,5-7 Yrs,Bangalore,8-14 Lacs PA,8-14 ,8.0,14.0,11.0,5-7 ,5,7,6.0
Data Analyst,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,3-8 ,3,8,5.5
Data Analyst,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,3-8 ,3,8,5.5
Data Analyst,Aon,6-9 Yrs,Bangalore,25-27.5 Lacs PA,25-27.5 ,25.0,27.5,26.25,6-9 ,6,9,7.5
Data Analyst,Kabalikrut Group,0-3 Yrs,chandigarh,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,0-3 ,0,3,1.5
Data Analyst,EY,1-4 Yrs,Bangalore,2-5 Lacs PA,2-5 ,2.0,5.0,3.5,1-4 ,1,4,2.5
Data Analyst,Finlander Capital Consulatancy (p) Ltd,0-2 Yrs,Uttar pradesh,2-4 Lacs PA,2-4 ,2.0,4.0,3.0,0-2 ,0,2,1.0
Data Analyst,Alliance Web Solution,0-1 Yrs,Uttar pradesh,1.25-2.25 Lacs PA,1.25-2.25 ,1.25,2.25,1.75,0-1 ,0,1,0.5
Data Analyst,Shri Ramswaroop Digital Technology Pvt Ltd,0-3 Yrs,Uttar pradesh,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,0-3 ,0,3,1.5
Data Analyst,Unified Credit Solutions,0-1 Yrs,Gurugram,3.5-3.75 Lacs PA,3.5-3.75 ,3.5,3.75,3.625,0-1 ,0,1,0.5
Data Analyst,Ehrs Hercolleagues,0-1 Yrs,Gurugram,1.25-3 Lacs PA,1.25-3 ,1.25,3.0,2.125,0-1 ,0,1,0.5
Lead,Hexaware Technologies,5-10 Yrs,Bangalore,25-27.5 Lacs PA,25-27.5 ,25.0,27.5,26.25,5-10 ,5,10,7.5
na,Pharma Placements Inc.,2-7 Yrs,Gurugram,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,2-7 ,2,7,4.5
ML Engineer,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,3-8 ,3,8,5.5
Data Analyst,National Institute for Smart Government (NISG),6-10 Yrs,Gurugram,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,6-10 ,6,10,8.0
Data Analyst,Kone,3-8 Yrs,Chennai,7-9 Lacs PA,7-9 ,7.0,9.0,8.0,3-8 ,3,8,5.5
Lead,Hilabs,5-10 Yrs,Bangalore,30-45 Lacs PA,30-45 ,30.0,45.0,37.5,5-10 ,5,10,7.5
na,CIEL HR,4-7 Yrs,hyderabad,4.5-7 Lacs PA,4.5-7 ,4.5,7.0,5.75,4-7 ,4,7,5.5
ML Engineer,Nexplace Info,4-9 Yrs,Bangalore,20-27.5 Lacs PA,20-27.5 ,20.0,27.5,23.75,4-9 ,4,9,6.5
manager,Tiger Analytics,10-14 Yrs,Bangalore,25-40 Lacs PA,25-40 ,25.0,40.0,32.5,10-14 ,10,14,12.0
Data Analyst,Talent500,2-3 Yrs,remote,8-15 Lacs PA,8-15 ,8.0,15.0,11.5,2-3 ,2,3,2.5
Data Analyst,Starinco,3-6 Yrs,Bangalore,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,3-6 ,3,6,4.5
Data Analyst,Matrix Business Services,2-4 Yrs,Bangalore,6-8 Lacs PA,6-8 ,6.0,8.0,7.0,2-4 ,2,4,3.0
Data Analyst,Neudesic Technologies,7-12 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,7-12 ,7,12,9.5
Data Analyst,Dainik Bhaskar Group,2-7 Yrs,chandigarh,3-4.25 Lacs PA,3-4.25 ,3.0,4.25,3.625,2-7 ,2,7,4.5
Data Analyst,Xyxx,0-3 Yrs,Maharashtra,5-12 Lacs PA,5-12 ,5.0,12.0,8.5,0-3 ,0,3,1.5
Data Analyst,Devship,0-1 Yrs,Hybrid,2.5-5 Lacs PA,2.5-5 ,2.5,5.0,3.75,0-1 ,0,1,0.5
Data Analyst,Oxane Partners India Pvt. Ltd.,0-4 Yrs,Gurugram,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,0-4 ,0,4,2.0
Data Analyst,Perfect People Search,4-8 Yrs,Hybrid,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,4-8 ,4,8,6.0
Data Analyst,Sipra Labs,2-5 Yrs,hyderabad,2-5.5 Lacs PA,2-5.5 ,2.0,5.5,3.75,2-5 ,2,5,3.5
Data Analyst,Aon,5-10 Yrs,Gurugram,7-13 Lacs PA,7-13 ,7.0,13.0,10.0,5-10 ,5,10,7.5
Data Analyst,Suryoday Small Finance Bank,0-2 Yrs,Maharashtra,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,0-2 ,0,2,1.0
na,Revive Knowledge,5-10 Yrs,Gurugram,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
na,Tech Mahindra,4-6 Yrs,hyderabad,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-6 ,4,6,5.0
ML Engineer,Impetus Technologies,3-6 Yrs,Bangalore,12-18 Lacs PA,12-18 ,12.0,18.0,15.0,3-6 ,3,6,4.5
ML Engineer,Team Plus Staffing Solution,5-10 Yrs,Bangalore,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,5-10 ,5,10,7.5
Data Analyst,Prime Placement And Manpower Services,3-8 Yrs,Gujrat,3-4.25 Lacs PA,3-4.25 ,3.0,4.25,3.625,3-8 ,3,8,5.5
Data Analyst,Factspan Analytics,4-8 Yrs,Bangalore,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,4-8 ,4,8,6.0
Lead,Contactpoint 360,5-8 Yrs,Bangalore,6-12 Lacs PA,6-12 ,6.0,12.0,9.0,5-8 ,5,8,6.5
Data Analyst,Brainsearch Consulting,3-8 Yrs,remote,7-10 Lacs PA,7-10 ,7.0,10.0,8.5,3-8 ,3,8,5.5
Data Analyst,ThoughtFocus,3-8 Yrs,Bangalore,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,3-8 ,3,8,5.5
Data Analyst,Venpa Staffing,5-10 Yrs,Bangalore,5-12 Lacs PA,5-12 ,5.0,12.0,8.5,5-10 ,5,10,7.5
Data Analyst,Kapture CRM,2-7 Yrs,Bangalore,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,2-7 ,2,7,4.5
Data Analyst,Writer Business Services,4-8 Yrs,Maharashtra,8-12 Lacs PA,8-12 ,8.0,12.0,10.0,4-8 ,4,8,6.0
Data Analyst,Tech Mahindra,6-10 Yrs,hyderabad,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,6-10 ,6,10,8.0
Data Analyst,Dainik Bhaskar Group,3-8 Yrs,Misc,7-15 Lacs PA,7-15 ,7.0,15.0,11.0,3-8 ,3,8,5.5
Data Analyst,Cholamandalam Investment And Finance Company Limit,3-7 Yrs,Chennai,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,3-7 ,3,7,5.0
Data Analyst,Tata Consultancy Services (TCS),5-10 Yrs,Maharashtra,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,5-10 ,5,10,7.5
Data Analyst,G4S,10-15 Yrs,Misc,50000 PA,0.5 ,0.5,0.5,0.5,10-15 ,10,15,12.5
Data Analyst,Alliance Web Solution Pvt. Ltd.,0-1 Yrs,Uttar pradesh,1.25-2.25 Lacs PA,1.25-2.25 ,1.25,2.25,1.75,0-1 ,0,1,0.5
Data Analyst,Satven,3-8 Yrs,Chennai,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,3-8 ,3,8,5.5
Data Analyst,Smartworks,1-5 Yrs,Gurugram,2-4 Lacs PA,2-4 ,2.0,4.0,3.0,1-5 ,1,5,3.0
Data Analyst,Vipsa Talent Solutions,0-0 Yrs,Pune,1.5-3 Lacs PA,1.5-3 ,1.5,3.0,2.25,0-0 ,0,0,0.0
Data Scientist,Hexaware Technologies,13-22 Yrs,Bangalore,27.5-37.5 Lacs PA,27.5-37.5 ,27.5,37.5,32.5,13-22 ,13,22,17.5
python developer,Tata Elxsi,3-6 Yrs,Bangalore,5-9 Lacs PA,5-9 ,5.0,9.0,7.0,3-6 ,3,6,4.5
Data Analyst,izmocars,3-7 Yrs,Bangalore,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,3-7 ,3,7,5.0
Lead,Prodapt Solutions,12-18 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,12-18 ,12,18,15.0
Data Analyst,Softobiz,7-12 Yrs,hyderabad,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,7-12 ,7,12,9.5
Data Analyst,Onpoint Corporate Services,5-10 Yrs,Misc,5-11 Lacs PA,5-11 ,5.0,11.0,8.0,5-10 ,5,10,7.5
Data Analyst,Saksoft,5-7 Yrs,Bangalore,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,5-7 ,5,7,6.0
Data Analyst,WIFT Cap Solutions,5-9 Yrs,Bangalore,60000-1 Lacs PA,0.6-1 ,0.6,1.0,0.8,5-9 ,5,9,7.0
Data Analyst,Craft Silicon,4-8 Yrs,Bangalore,3.25-8 Lacs PA,3.25-8 ,3.25,8.0,5.625,4-8 ,4,8,6.0
Data Analyst,Olive Green Consulting,3-7 Yrs,Bangalore,6-9 Lacs PA,6-9 ,6.0,9.0,7.5,3-7 ,3,7,5.0
Data Analyst,Shell Infotech,3-5 Yrs,Pune,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,3-5 ,3,5,4.0
Data Analyst,Manpowergroup Services India,1-5 Yrs,hyderabad,5-10 Lacs PA,5-10 ,5.0,10.0,7.5,1-5 ,1,5,3.0
python developer,Nexplace Info,5-10 Yrs,Bangalore,17-27.5 Lacs PA,17-27.5 ,17.0,27.5,22.25,5-10 ,5,10,7.5
python developer,Teamlease Digital,6-9 Yrs,Bangalore,70000-3 Lacs PA,0.7-3 ,0.7,3.0,1.85,6-9 ,6,9,7.5
na,Tata Consultancy Services (TCS),6-11 Yrs,Bangalore,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,6-11 ,6,11,8.5
python developer,Careernet Technologies,3-8 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,3-8 ,3,8,5.5
python developer,Careernet Technologies,4-9 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,4-9 ,4,9,6.5
Lead,Arocom IT Solutions Pvt Ltd,5-10 Yrs,remote,30-40 Lacs PA,30-40 ,30.0,40.0,35.0,5-10 ,5,10,7.5
Lead,izmocars,7-10 Yrs,Bangalore,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,7-10 ,7,10,8.5
na,Emids,5-10 Yrs,Bangalore,25-32.5 Lacs PA,25-32.5 ,25.0,32.5,28.75,5-10 ,5,10,7.5
ML Engineer,Coforge,5-10 Yrs,Bangalore,15-30 Lacs PA (Including Variable: 7.5%),15-30  ,15.0,30.0,22.5,5-10 ,5,10,7.5
ML Engineer,Whizdm Innovations,6-10 Yrs,Bangalore,35-55 Lacs PA,35-55 ,35.0,55.0,45.0,6-10 ,6,10,8.0
ML Engineer,CNH Industrial,5-8 Yrs,Bangalore,17-30 Lacs PA,17-30 ,17.0,30.0,23.5,5-8 ,5,8,6.5
ML Engineer,Newgen,4-9 Yrs,Uttar pradesh,10-14 Lacs PA,10-14 ,10.0,14.0,12.0,4-9 ,4,9,6.5
Data Scientist,Growel Softech,5-5 Yrs,Maharashtra,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-5 ,5,5,5.0
Lead,GSN Consulting,4-9 Yrs,Bangalore,18-25 Lacs PA,18-25 ,18.0,25.0,21.5,4-9 ,4,9,6.5
Data Analyst,Coforge,10-15 Yrs,Bangalore,9-19 Lacs PA,9-19 ,9.0,19.0,14.0,10-15 ,10,15,12.5
Data Analyst,Krazy Mantra,5-10 Yrs,Bangalore,20-22.5 Lacs PA,20-22.5 ,20.0,22.5,21.25,5-10 ,5,10,7.5
Data Analyst,Helius Technologies,5-10 Yrs,Bangalore,13-19 Lacs PA,13-19 ,13.0,19.0,16.0,5-10 ,5,10,7.5
Data Analyst,ERM Placement Services (p) Ltd.,3-7 Yrs,Bangalore,11-18 Lacs PA,11-18 ,11.0,18.0,14.5,3-7 ,3,7,5.0
Data Analyst,Innominds Software,8-13 Yrs,Bangalore,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,8-13 ,8,13,10.5
Data Analyst,Krazy Mantra,5-8 Yrs,Bangalore,10-16 Lacs PA,10-16 ,10.0,16.0,13.0,5-8 ,5,8,6.5
Data Analyst,Vuca Consulting,2-5 Yrs,Bangalore,5-8 Lacs PA,5-8 ,5.0,8.0,6.5,2-5 ,2,5,3.5
Data Analyst,Prompt Career Consultants,3-5 Yrs,Bangalore,5-9 Lacs PA,5-9 ,5.0,9.0,7.0,3-5 ,3,5,4.0
Data Analyst,I - Insight Consulting,3-4 Yrs,Bangalore,22.5-30 Lacs PA,22.5-30 ,22.5,30.0,26.25,3-4 ,3,4,3.5
Data Analyst,Buzzworks Business Services,4-6 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,4-6 ,4,6,5.0
Data Analyst,unnati,1-4 Yrs,Bangalore,5-6 Lacs PA,5-6 ,5.0,6.0,5.5,1-4 ,1,4,2.5
Data Analyst,Talent500,3-6 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,3-6 ,3,6,4.5
python developer,Wipro,4-8 Yrs,hyderabad,4.5-8 Lacs PA,4.5-8 ,4.5,8.0,6.25,4-8 ,4,8,6.0
Data Analyst,On Demand Agility Software,5-10 Yrs,Bangalore,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,5-10 ,5,10,7.5
Data Analyst,Ace Micromatic Manufacturing Intelligence Technologies Pvt. Ltd.,3-5 Yrs,Bangalore,7-9 Lacs PA,7-9 ,7.0,9.0,8.0,3-5 ,3,5,4.0
Data Analyst,Adecco Group,1-4 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,1-4 ,1,4,2.5
Data Analyst,Adecco Group,1-4 Yrs,Bangalore,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,1-4 ,1,4,2.5
Data Analyst,AXIS DIRECT,5-10 Yrs,Maharashtra,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,5-10 ,5,10,7.5
Data Analyst,Evolute Fintech Innovation private LTD,2-5 Yrs,Bangalore,7-9 Lacs PA,7-9 ,7.0,9.0,8.0,2-5 ,2,5,3.5
Data Analyst,Asesa Soft,2-4 Yrs,Pune,3-5 Lacs PA,3-5 ,3.0,5.0,4.0,2-4 ,2,4,3.0
Data Analyst,Serverpoet Tech Solution,1-3 Yrs,Misc,90000-3 Lacs PA,0.9-3 ,0.9,3.0,1.95,1-3 ,1,3,2.0
Data Analyst,de Facto Infotech Pvt Ltd,5-7 Yrs,chandigarh,4-8 Lacs PA,4-8 ,4.0,8.0,6.0,5-7 ,5,7,6.0
Data Analyst,Digital Mapout Solutions,5-7 Yrs,hyderabad,7-9 Lacs PA,7-9 ,7.0,9.0,8.0,5-7 ,5,7,6.0
Data Analyst,Arbro Pharmaceuticals,2-5 Yrs,Misc,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,2-5 ,2,5,3.5
python developer,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,3-8 ,3,8,5.5
na,Hitech Placements,0-2 Yrs,Pune,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,0-2 ,0,2,1.0
Lead,Selective Global Search,5-10 Yrs,Bangalore,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,5-10 ,5,10,7.5
Lead,Selective Global Search,5-10 Yrs,Bangalore,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,5-10 ,5,10,7.5
Data Analyst,Rudder Analytics,3-6 Yrs,Pune,8-16 Lacs PA,8-16 ,8.0,16.0,12.0,3-6 ,3,6,4.5
na,Awone Datasciences,2-4 Yrs,Bangalore,6-16 Lacs PA,6-16 ,6.0,16.0,11.0,2-4 ,2,4,3.0
na,Indiaexcite It Solutions,5-8 Yrs,Bangalore,15-22.5 Lacs PA,15-22.5 ,15.0,22.5,18.75,5-8 ,5,8,6.5
na,Indiaexcite It Solutions,9-13 Yrs,Bangalore,20-32.5 Lacs PA,20-32.5 ,20.0,32.5,26.25,9-13 ,9,13,11.0
python developer,Makonis,3-8 Yrs,Bangalore,5.5-12 Lacs PA,5.5-12 ,5.5,12.0,8.75,3-8 ,3,8,5.5
na,Simreka,3-8 Yrs,Bangalore,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,3-8 ,3,8,5.5
na,Araa Technologies,0-5 Yrs,Hybrid,5-10 Lacs PA,5-10 ,5.0,10.0,7.5,0-5 ,0,5,2.5
na,Ness,5-7 Yrs,hyderabad,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,5-7 ,5,7,6.0
ML Engineer,Mind Melt Ai Labs,2-5 Yrs,remote,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,2-5 ,2,5,3.5
na,Poiesis Intel,11-18 Yrs,Pune,50-75 Lacs PA,50-75 ,50.0,75.0,62.5,11-18 ,11,18,14.5
Data Analyst,Archangel Hr Solutions,2-7 Yrs,Bangalore,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,2-7 ,2,7,4.5
python developer,SRS Infoway,6-10 Yrs,Bangalore,4-8 Lacs PA,4-8 ,4.0,8.0,6.0,6-10 ,6,10,8.0
Data Analyst,Iinsight Consulting,3-5 Yrs,Bangalore,25-30 Lacs PA,25-30 ,25.0,30.0,27.5,3-5 ,3,5,4.0
Data Analyst,Altvu,6-11 Yrs,Bangalore,13-23 Lacs PA,13-23 ,13.0,23.0,18.0,6-11 ,6,11,8.5
Data Analyst,Integrated Personnel Services,3-8 Yrs,Maharashtra,5-8.5 Lacs PA,5-8.5 ,5.0,8.5,6.75,3-8 ,3,8,5.5
Data Analyst,Manpowergroup Services India,4-6 Yrs,Maharashtra,14-17 Lacs PA,14-17 ,14.0,17.0,15.5,4-6 ,4,6,5.0
Data Analyst,Brightsun Travel Private Limited,2-6 Yrs,Gurugram,2.5-3.5 Lacs PA,2.5-3.5 ,2.5,3.5,3.0,2-6 ,2,6,4.0
Data Analyst,SGS India,1-3 Yrs,Maharashtra,2-4 Lacs PA,2-4 ,2.0,4.0,3.0,1-3 ,1,3,2.0
Data Analyst,Newgen,1-5 Yrs,Uttar pradesh,5.5-12 Lacs PA,5.5-12 ,5.5,12.0,8.75,1-5 ,1,5,3.0
Data Analyst,VALUEADD SOFTTECH & SYSTEMS (VAST),4-8 Yrs,Pune,6.5-12 Lacs PA,6.5-12 ,6.5,12.0,9.25,4-8 ,4,8,6.0
Data Analyst,Sycamore (i) Consultancy Services,3-5 Yrs,Maharashtra,18-20 Lacs PA,18-20 ,18.0,20.0,19.0,3-5 ,3,5,4.0
Data Analyst,Spectrum Talent Management,1-3 Yrs,hyderabad,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,1-3 ,1,3,2.0
Data Analyst,Selective Global Search,5-10 Yrs,Maharashtra,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,5-10 ,5,10,7.5
Data Analyst,TARANTULA.NET,1-3 Yrs,hyderabad,2-5 Lacs PA,2-5 ,2.0,5.0,3.5,1-3 ,1,3,2.0
Data Analyst,Bizionic Technologies & Marketing Solutions,2-5 Yrs,hyderabad,3-6 Lacs PA,3-6 ,3.0,6.0,4.5,2-5 ,2,5,3.5
