Title,Company,Experience,Location,Salary
Business Analyst,Ladders Up Hr Solution,1-3 Yrs,Noida,Not disclosed
RPG Analyst,Anicalls,6-9 Yrs,Mumbai,Not disclosed
IBM Watson/Chatbot Analyst,Anicalls,5-9 Yrs,Noida,Not disclosed
IBM Tririga Analyst,Anicalls,5-9 Yrs,Mumbai,Not disclosed
ARKit Developer (iOS)/ Analyst,Anicalls,5-9 Yrs,Mumbai,Not disclosed
WCS Analyst,Anicalls,5-9 Yrs,Noida,Not disclosed
Business Analyst,Rarr Technologies,4-8 Yrs,Chennai,Not disclosed
Business Analyst,Zessta Software Services,3-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Relic Consultancy Services,4-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Tech Firefly,1-4 Yrs,Mumbai,Not disclosed
Business Analyst,Nuvento Systems,3-8 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Edprime,5-10 Yrs,Jaipur,Not disclosed
Business Analyst,Nila Apps,3-8 Yrs,Chennai,Not disclosed
Business Analyst,Asit C Mehta Investment Interrmediates (ACMIIL),3-7 Yrs,Mumbai,Not disclosed
Business Analyst,Dev Technosys,1-3 Yrs,Jaipur,Not disclosed
Business Analyst,Post A Resume,5-10 Yrs,Ahmedabad,Not disclosed
Business Analyst,Excent Solutions,2-4 Yrs,Zirakpur,Not disclosed
Business Analyst,Yashi Consulting Services,4-6 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Xenlogic Technologies,2-7 Yrs,Pune,Not disclosed
Business Analyst,Cloudsmartz,1-3 Yrs,Mohali,Not disclosed
Business Analyst,Universal Software,2-7 Yrs,"Ahmedabad, Ahmedabad",Not disclosed
Business Analyst,Bodhtree,2-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Sas Analyst,Diverse Lynx,2-5 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Serole Technologies,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,"Key Management Group, Inc.",5-7 Yrs,Gurgaon/Gurugram,Not disclosed
Businesss Analyst,Atmecs Technologies,5-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Business analyst,HyreFox Consultants Pvt Ltd,3-7 Yrs,Jaipur,Not disclosed
Business Analyst,Samyak Infotech,3-6 Yrs,Ahmedabad,Not disclosed
Business Analyst,Strathspey Labs,2-7 Yrs,Kolkata,Not disclosed
Business Analyst,Backbase,3-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Varite,6-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,[x]cube Labs,3-6 Yrs,Hyderabad,Not disclosed
PHP Zend Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
Lawson Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
Infor Lawson GHR Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
IV&V Analyst,Anicalls,5-9 Yrs,Chennai,Not disclosed
Tibco StreamBase Analyst,Anicalls,5-8 Yrs,Chennai,Not disclosed
IV&V Analyst,Anicalls,3-9 Yrs,Noida,Not disclosed
Tibco StreamBase Analyst,Anicalls,4-5 Yrs,Noida,Not disclosed
Full Stack Analyst,Anicalls,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
DocuWare Analyst,Anicalls,5-9 Yrs,Noida,Not disclosed
RSA Archer Analyst,Anicalls,5-9 Yrs,Hyderabad/Secunderabad,Not disclosed
Analyst,Anicalls,2-5 Yrs,Noida,Not disclosed
IBM AIX Analyst,Anicalls,5-9 Yrs,Hyderabad/Secunderabad,Not disclosed
OpenText Analyst,Anicalls,5-8 Yrs,Noida,Not disclosed
Business Analyst,Bazaar247 Mcommerce,3-6 Yrs,Mumbai,Not disclosed
Quality Analyst,Corner Stone Solution,3-8 Yrs,Indore,Not disclosed
Business Analyst,P S International HR Consultants,4-7 Yrs,Mumbai,Not disclosed
Business Analyst,Capital Aim,2-5 Yrs,Indore,Not disclosed
Business Analyst,Capital Aim,2-5 Yrs,Indore,Not disclosed
Business analyst,Capital Aim,2-5 Yrs,Indore,Not disclosed
Business Analyst,Accops Systems,2-4 Yrs,Pune,Not disclosed
PAM Business Analyst,Rarr Technologies,8-12 Yrs,Pune,Not disclosed
Business Analyst,Skillety,4-6 Yrs,Chennai,Not disclosed
Business Analyst,Nephor Research &amp; Technology Labs Private Limited,1-4 Yrs,Noida,Not disclosed
Pre - Sale Business Analyst,RV Technologies Softwares Pvt. Ltd.,1-6 Yrs,"Mohali, Chandigarh, Panchkula",Not disclosed
Business Analyst,ANB Systems,5-10 Yrs,Chennai,Not disclosed
Business Analyst (BPM),NJ Group,2-7 Yrs,Surat,Not disclosed
Business Analyst - Ajira,Ajirasoft,1-3 Yrs,Chennai,Not disclosed
Business Analyst,Mycityahmedabad,2-5 Yrs,Ahmedabad,Not disclosed
Business Analyst,NineHertz,1-4 Yrs,Jaipur,Not disclosed
Manager Business Analyst,Talent Corner Hr Services,4-6 Yrs,Mumbai,6-7.5 Lacs PA
Business Analyst,woodplc,1-3 Yrs,Chennai,Not disclosed
Business Analyst,CredenTek Software Consultancy Pvt Ltd,3-4 Yrs,Pune,Not disclosed
Business Analyst,Superior Innovative Technologies,5-10 Yrs,Chennai,Not disclosed
Business Analyst,Finetech Research And Investment Advisor,2-6 Yrs,Indore,Not disclosed
Business Analyst,2Base,1-7 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Cognitus,1-2 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,IDP,4-6 Yrs,Chennai,Not disclosed
Business Analyst,Cliqhr,5-8 Yrs,Mumbai,Not disclosed
Business Analyst - Core Helios,SPM Jobs,5-10 Yrs,Chennai,Not disclosed
Business Analyst,Sistema.bio,5-10 Yrs,Pune,Not disclosed
Business Analyst,Sistema.bio,2-3 Yrs,Pune,Not disclosed
Business Analyst,Greytrix,2-7 Yrs,Navi Mumbai,Not disclosed
Business Analyst,COA Network,2-7 Yrs,Hyderabad,Not disclosed
Business Analyst,Customized Energy Solutions,4-9 Yrs,Pune,Not disclosed
Business Analyst,"RapidOps, Inc",3-5 Yrs,Ahmedabad,Not disclosed
Business Analyst,Kagami,2-8 Yrs,Hyderabad/Secunderabad,Not disclosed
ANALYSTS/REVIEWER,Indoco Remedies,11-20 Yrs,Vapi,Not disclosed
Business Analyst,Acaira Technologies,2-7 Yrs,Mumbai,Not disclosed
Progammmer Analysts,Kriti Labs,5-6 Yrs,Chennai,Not disclosed
Business Analyst,Amba Infotech,1-4 Yrs,Mumbai,Not disclosed
Business Analyst,Shaktisoft Projects,4-9 Yrs,Noida,Not disclosed
Business Analyst,Shaktisoft Projects,1-3 Yrs,Noida,Not disclosed
Business Analyst,Shaktisoft Projects,1-3 Yrs,Noida,Not disclosed
Analyst,Milliman,2-4 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
Business Analyst,Solwin Infotech,2-7 Yrs,Surat,Not disclosed
Business Analysts,Commercex,1-6 Yrs,Gurgaon,Not disclosed
Business Analyst,Centurysoft,3-8 Yrs,Pune,Not disclosed
Business Analyst,Trejhara Solutions,5-10 Yrs,Mumbai,Not disclosed
Charity Analyst,GivingForce,2-7 Yrs,Pune,Not disclosed
Business Analyst,Idaksh,3-5 Yrs,Mangaluru/Mangalore,Not disclosed
Business Analyst,Klearnow,2-7 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Klevu Oy,5-10 Yrs,Ahmedabad,Not disclosed
Business Analyst (SFCM),Skillety,3-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst (NAS),Skillety,5-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Skillety,1-3 Yrs,"Noida, New Delhi",Not disclosed
Business Analyst,Skillety,10-12 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Skillety,4-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Skillety,5-8 Yrs,Mumbai,Not disclosed
Business Analyst,Skillety,7-12 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Greeksoft,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,Lyric Labs India Private Limited,2-6 Yrs,Coimbatore,Not disclosed
Business Analyst,Mantras2success Consultants,1-2 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Rage Communications,5-10 Yrs,Chennai,Not disclosed
Business Analyst,Blazedream Technologies,4-5 Yrs,Chennai,Not disclosed
Hiring For Business Analyst,Dzire Infosoft Pvt Ltd,1-6 Yrs,Jaipur,Not disclosed
Business Analyst,Exioms,3-8 Yrs,Pune,Not disclosed
Business Analyst,Mtoag,2-4 Yrs,Jaipur,Not disclosed
Analyst,Milliman,10-15 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
Business Analyst,Light Microfinance,1-4 Yrs,Ahmedabad,Not disclosed
Business Analyst,Cloudsmartz,6-9 Yrs,Mohali,Not disclosed
Business Analyst,Rarr Technologies,4-7 Yrs,Mumbai,Not disclosed
Business Analyst,CONTUS TECH,1-3 Yrs,Chennai,Not disclosed
Business Analyst,Extentia,4-9 Yrs,Pune,Not disclosed
Business Analyst jobs in Central Delhi,Right Step Consulting,2-5 Yrs,Delhi,Not disclosed
Business Analyst,N-Axis Software Technologies Pvt Ltd,5-9 Yrs,Hyderabad,Not disclosed
Business Analyst,Colruyt It Consultancy India,4-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Digit Insurance,3-5 Yrs,Trivandrum/Thiruvananthapuram,Not disclosed
Business Analyst,Talent Socio,1-4 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,CVM Solutions,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Application Developer/ System Analyst,Diverse Lynx,2-5 Yrs,Pune,Not disclosed
Business analyst,Stricker Stock Research Company,2-7 Yrs,Indore,Not disclosed
Analyst,Ideas91,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,HyreFox Consultants Pvt Ltd,6-11 Yrs,Jaipur,Not disclosed
Business analyst,Capital Aim,1-5 Yrs,Indore,Not disclosed
Vacancy for business Analyst at indore,Capital Aim,1-5 Yrs,Indore,Not disclosed
Business Analyst,Ensono,5-8 Yrs,Pune,Not disclosed
business - analyst,Helios Solutions,5-8 Yrs,Vadodara,Not disclosed
HPLC Analyst,Auriga Research,4-10 Yrs,"Bahadurgarh, Gurgaon/Gurugram, Manesar",Not disclosed
GC / LCMS Analyst,Auriga Research,4-10 Yrs,"Bahadurgarh, Gurgaon/Gurugram, Manesar",Not disclosed
Business Analyst,Techsaga,2-4 Yrs,Noida,Not disclosed
Business Analyst,Glarus Technology,2-7 Yrs,Delhi,Not disclosed
Business Analyst - Creosen,Creosen Services,1-3 Yrs,Coimbatore,Not disclosed
Business Analyst,Appohm Technologies,2-5 Yrs,Jaipur,Not disclosed
Business Analyst,Wisitech InfoSolutions Pvt. Ltd,3-7 Yrs,New Delhi,Not disclosed
Business Analyst,SPM Jobs,4-5 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Akss It Solutions,3-8 Yrs,Delhi,Not disclosed
Python Analyst,Pplanet Hr Services,2-3 Yrs,Mumbai,Not disclosed
Business Analyst,Wisitech,3-8 Yrs,Delhi,Not disclosed
Business Analyst,Itforte Staffing Services,5-10 Yrs,Kolkata,Not disclosed
BUSINESS ANALYST,Lepton Software Export & Research Pvt Ltd,8-13 Yrs,Mumbai,Not disclosed
Business Analyst,Prakhar Software,3-5 Yrs,New Delhi,Not disclosed
Business Analyst,Prakhar Software,2-4 Yrs,New Delhi,Not disclosed
Business Analyst,Vinsys Information,3-8 Yrs,Pune,Not disclosed
Business Analyst,Sterison Technology,2-7 Yrs,Kanyakumari,Not disclosed
Business Analyst,Mycityindore,1-3 Yrs,Indore,Not disclosed
Business Analyst,Mycityindore,1-2 Yrs,Indore,Not disclosed
Business Analyst,Mycityindore,1-5 Yrs,Indore,Not disclosed
Business Analyst,Optisol Business Solutions,13-23 Yrs,"Madurai, Chennai, Coimbatore",Not disclosed
Financal Analyst,Right Step Consulting,2-7 Yrs,Gurgaon,Not disclosed
Business Analyst,Optimum Solutions,1-4 Yrs,Chennai,Not disclosed
Business Analyst,Merilytics,1-5 Yrs,Hyderabad,Not disclosed
Business Analyst,Apping Technology,1-4 Yrs,New Delhi,Not disclosed
Business Analyst - Cs,DAZN,8-12 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,VGL Group,3-5 Yrs,Jaipur,Not disclosed
Business Analyst,Kriscent Techno Hub,1-8 Yrs,Kota,Not disclosed
Business Analyst,Eicore Technologies,4-5 Yrs,"Panipat, Yamunanagar, Faridabad, Sonipat/Sonepat, Gurgaon/Gurugram, Hissar/Hisar",Not disclosed
Business Analyst,Cs Soft Solutions,2-5 Yrs,Chandigarh,Not disclosed
Business Analyst - RCM,Newscape Consulting,7-12 Yrs,Pune,Not disclosed
business - analyst,Helios Solutions,3-5 Yrs,Vadodara,Not disclosed
Business Analyst,Myrsa Technology Solutions,1-4 Yrs,Thane,Not disclosed
Business Analyst,Klickskill,3-8 Yrs,Pondicherry/Puducherry,Not disclosed
Business Analyst - App Dev,Multiverse Solutions,2-5 Yrs,Noida,Not disclosed
Business Analyst,Multiverse Solutions,2-5 Yrs,Noida,Not disclosed
Business Analyst,Itxitpro,2-5 Yrs,Jaipur,Not disclosed
Business Analyst,Delta Web Services,3-8 Yrs,Gurgaon/Gurugram,Not disclosed
BUSINESS ANALYSTS,PC Media,5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst - FICO,Barnwal Consultancy And Services,7-10 Yrs,Pune,Not disclosed
Business Analyst,Barnwal Consultancy And Services,10-15 Yrs,Pune,Not disclosed
Business Analyst,Netwin Infosolutions,3-8 Yrs,"Nasik/Nashik, Pune",Not disclosed
Analyst,ACE Infoway,3-6 Yrs,Ahmedabad,Not disclosed
Business Analyst / BA (websites and Mobile Apps),Ecare Softech,10-15 Yrs,Jaipur,Not disclosed
Business Analyst,Red Symbol Technologies,3-8 Yrs,Jaipur,Not disclosed
Business Analyst,Post A Resume,2-4 Yrs,Ahmedabad,Not disclosed
"Business Analyst, Clinical Pharmacology and Pharmacometrics",Bristol Myers Squibb,3-5 Yrs,Hyderabad/Secunderabad,Not disclosed
"Business Analyst, Monetization",Align Technology,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Ascendion Engineering,1-3 Yrs,Pune,Not disclosed
Business Analyst,Svs Job Consulting Services,3-5 Yrs,Chennai,Not disclosed
Business Analyst,Ubique Systems,2-5 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Thinkpalm Technologies,2-7 Yrs,Kochi,Not disclosed
Business Analyst,Weberin Consultancy,3-8 Yrs,Kolkata,Not disclosed
Business Analyst,Grenosearch,3-5 Yrs,Pune,Not disclosed
Business Analyst,Semiosis Software,1-6 Yrs,Jaipur,Not disclosed
Business Analyst,Jobmygoal Technology,1-5 Yrs,Delhi,Not disclosed
Business Analyst,Spotflock Technologies,1-3 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Post A Resume,5-10 Yrs,Ahmedabad,Not disclosed
Analyst,Fusion Analytics World,2-4 Yrs,Mumbai,Not disclosed
Business Analyst (BA),Ebixcash Mobility Software,1-4 Yrs,Noida,Not disclosed
Business Analyst,Webfeb Systems,2-5 Yrs,Noida,Not disclosed
Business Analyst,PrimaFelicitas,3-5 Yrs,"Noida, New Delhi, United States (USA)",Not disclosed
Buisness Analyst,Arun Data Processing,2-7 Yrs,Ahmedabad,Not disclosed
Business Analyst,CA Infotech,5-10 Yrs,Chennai,Not disclosed
Business Analyst,Red Symbol Technologies,3-7 Yrs,"Jaipur, Jaipur",Not disclosed
Business Analyst - Growth,FabHotels,1-4 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Globals Ites,1-3 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Wisitech InfoSolutions Pvt. Ltd,3-8 Yrs,New Delhi,Not disclosed
Business Analyst,CR2 Technologies,2-3 Yrs,Ahmedabad,Not disclosed
PBCS Business Analyst,Jade Global,5-6 Yrs,Pune,Not disclosed
Business Analyst,Iorta Technology Solutions,4-9 Yrs,Mumbai,Not disclosed
Analyst / Programmer,Syncton It Solutions,2-4 Yrs,Hyderabad,Not disclosed
Analyst,Milliman,2-4 Yrs,"New Delhi, Gurgaon/Gurugram, United States (USA)",Not disclosed
Business Analyst,Digifocal It,2-5 Yrs,Mumbai,Not disclosed
Business Analyst,CW Services,1-3 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,VC ERP Consulting,3-8 Yrs,Ahmedabad,Not disclosed
BUSINESS ANALYST,Triangle Global,5-10 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,Ellix Hr Consulting,2-5 Yrs,Kochi/Cochin,Not disclosed
Business Analyst,Ansaum Digital,5-10 Yrs,Noida,Not disclosed
Licensing Analyst ( FOSS ),Rarr Technologies,5-8 Yrs,Panhala,Not disclosed
Business Analyst,Shujabits Infotech Solutions,1-4 Yrs,Navi Mumbai,Not disclosed
Business Analysts PC,Rapidsoft Technologies,6-8 Yrs,Gurgaon,Not disclosed
Business Analyst,Mobisoft Infotech,3-8 Yrs,Pune,Not disclosed
Business Analyst,ARS Traffic &amp;amp;amp;amp; Transport Technology,3-7 Yrs,Trivandrum,Not disclosed
Business Analyst,Aarvi Technology,3-8 Yrs,Surat,Not disclosed
Business Analyst,kk Consulting Services,5-10 Yrs,"Mumbai, Navi Mumbai",Not disclosed
Business Analyst,Skillety,1-3 Yrs,"Noida, New Delhi",Not disclosed
Business Analyst,Wondersoft,5-10 Yrs,Chennai,Not disclosed
Business Analyst,Xpheno,2-5 Yrs,"Mumbai, Pune",Not disclosed
CSM Ops Analyst,Xpheno,5-7 Yrs,Noida,Not disclosed
Biotech - Analyst,Kalkine,1-4 Yrs,Noida,Not disclosed
Business Analyst,Living Stones,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,Element Blue,2-7 Yrs,Hyderabad,Not disclosed
Business Analyst,Prakhar Software,3-5 Yrs,Bhopal,Not disclosed
Business analyst,Rarr Technologies,5-10 Yrs,Gandhinagar,Not disclosed
Ontology Analyst,TN Business Services,1-5 Yrs,Gurgaon/Gurugram,Not disclosed
Business Analyst,N-Axis Software Technologies Pvt Ltd,3-6 Yrs,Hyderabad,Not disclosed
Business Analyst,Vincit Software,1-4 Yrs,Gurgaon,Not disclosed
Business Analyst,Xcaliber Infotech,2-4 Yrs,Pune,Not disclosed
Business Analyst,Aes Technologies (india) Pvt.,2-5 Yrs,Coimbatore,Not disclosed
Business Analyst,firstcry com,1-5 Yrs,Pune,Not disclosed
Analyst (more than 4 years experience),Paycable Solutions India,4-9 Yrs,Mumbai,Not disclosed
Business Analyst,Mycityindore,1-4 Yrs,Indore,Not disclosed
Business Analyst,Mycityindore,1-2 Yrs,Indore,Not disclosed
Analysts,Arpwood Partners Investment Advisors,2-7 Yrs,Mumbai,Not disclosed
Business Analyst,Rudr Consultancy Services,7-12 Yrs,"Udaipur, Gandhinagar",Not disclosed
FP&A Analyst,Reed Elsevier,1-3 Yrs,Chennai,Not disclosed
Analyst,Jardine Lloyd Thompson,2-4 Yrs,Mumbai,Not disclosed
Business Analyst,Nissan Technical Centre,6-9 Yrs,Trivandrum/Thiruvananthapuram,Not disclosed
Analyst,Marsh McLennan Companies,1-4 Yrs,Mumbai,Not disclosed
BUSINESS ANALYST,NJ Group,1-5 Yrs,Surat,Not disclosed
Business Analyst,Wisitech,3-6 Yrs,Delhi,Not disclosed
Business Analyst,Rarr Technologies,3-15 Yrs,Pune,Not disclosed
Business Analyst,Fusion Plus Solutions,3-7 Yrs,Hyderabad/Secunderabad,Not disclosed
BUSINESS ANALYSTS,Unykloud Technologies,5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Husys Consulting,5-6 Yrs,Hyderabad,Not disclosed
Business Analyst,Pioneer E Solutions,3-8 Yrs,New Delhi,Not disclosed
Business Analyst/PM,Ranolia Ventures,1-3 Yrs,Noida,Not disclosed
Business Analyst,Codeaegis,2-4 Yrs,Noida,Not disclosed
Analyst,Centrum,1-4 Yrs,Mumbai,Not disclosed
Analyst,Centrum Wealth Management Ltd.,1-4 Yrs,Mumbai,Not disclosed
Business Analyst,Mm Staffing & Career Consultants,5-7 Yrs,Ahmedabad,Not disclosed
Business Analyst (Datawarehousing):,Openace,2-7 Yrs,Hyderabad,Not disclosed
Business Analyst,Ecphasis Infotech,1-2 Yrs,Chennai,Not disclosed
Business analyst - STS,Synergy Technology Services,5-7 Yrs,Mumbai,Not disclosed
Business Analyst,Appstek Information Services,2-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Air Watch Business Analyst,Symmetrical Global Search Pvt Ltd,10-15 Yrs,Mumbai,Not disclosed
Business Analyst,Oremus,2-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analysts,Aethereus Consulting,1-4 Yrs,Pune,Not disclosed
Business Analyst,eXtensible IT Solutions (EITS),1-4 Yrs,Jaipur,Not disclosed
Business Analyst,Mtoag,2-4 Yrs,Jaipur,Not disclosed
Business Analyst,CONNECTING 2 WORK,1-3 Yrs,Kozhikode,Not disclosed
Business Analysts,Mondalcybernetics,2-5 Yrs,Siliguri,Not disclosed
BUSINESS ANALYST,Rayven It Solutions,2-5 Yrs,Hyderabad,Not disclosed
Business Analyst,Tenacious Techies,1-3 Yrs,Surat,Not disclosed
Business Analyst,Investelite Research Investment Adviser,1-3 Yrs,Indore,Not disclosed
Programmer Analyst,8kmiles Software Services,5-10 Yrs,Chennai,Not disclosed
Analyst,Milliman,2-4 Yrs,"New Delhi, Gurgaon/Gurugram",Not disclosed
Finacle Analyst,Diverse Lynx,5-7 Yrs,Gurgaon,Not disclosed
Business Analyst,Fanisko,2-6 Yrs,Chennai,Not disclosed
Business Analyst,Team4progress,2-6 Yrs,Delhi,Not disclosed
Business Analyst,Reevoy,1-3 Yrs,Mumbai,Not disclosed
Business Analyst,Elear Solutions And Detect Technologies,4-9 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Geak Minds,3-6 Yrs,Chennai,Not disclosed
Pricing Analyst,Phenom Placement Consultants,4-9 Yrs,Pune,Not disclosed
Business Analyst ( Accounting ),Yakshna Technologies,10-15 Yrs,Chennai,Not disclosed
Business Analyst,Soho Dragon,3-4 Yrs,Ahmedabad,Not disclosed
Business Analyst (BA),Excelindia Hr Services,5-10 Yrs,"Kolkata, Siliguri, Asansol, Durgapur, Haldia",Not disclosed
Business Analyst,Rarr Technologies,5-10 Yrs,Mumbai,Not disclosed
Business Analyst,Diverse Lynx,5-10 Yrs,Pune,Not disclosed
Business Analyst,Techigai,1-3 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Appohm Technologies,2-5 Yrs,Jaipur,Not disclosed
Business Developer / Business Analyst,ITMNC Group,1-6 Yrs,Noida,Not disclosed
Business Analyst,VoltusWave,1-3 Yrs,Hyderabad/Secunderabad,Not disclosed
Business Analyst,Teachers Insurance and Annuity Association of America (TIAA),2-3 Yrs,Mumbai,Not disclosed
COGI Diagnosis Analyst,VEGA Intellisoft Private Limited,7-10 Yrs,Pune,Not disclosed
COGI Clearing Analyst,VEGA Intellisoft Private Limited,7-10 Yrs,Pune,Not disclosed
Business Analyst - Job Details,Celexsa Technologies,5-10 Yrs,Chennai,Not disclosed
Business Analyst (Remote),Token Metrics,1-2 Yrs,New Delhi,Not disclosed
Business Analyst (India Remote),Token Metrics,1-3 Yrs,Mumbai,Not disclosed
Business Analyst,Token Metrics,1-3 Yrs,New Delhi,Not disclosed
Business Analyst,Datavision Software Solutions,1-4 Yrs,Pune,Not disclosed
Business Analyst,Pioneer E Solutions,3-8 Yrs,Lucknow,Not disclosed
Business Analyst Manager,Asconsoftech,9-12 Yrs,Kolkata,Not disclosed
Business Analyst,Asconsoftech,5-8 Yrs,Kolkata,Not disclosed
Business Analyst,Jploft Solutions,2-6 Yrs,Jaipur,Not disclosed
Business Analysts,InI Consulting,2-5 Yrs,Mumbai,Not disclosed
Quality Analyst - Automation,Advanced Risk Analytics,3-5 Yrs,Pune,Not disclosed
eHearings Analyst,Law In Order,1-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Business analyst,Rojgari Placement,2-7 Yrs,Mumbai,Not disclosed
Business Analyst - Stradegi,Stradegi Solutions,1-3 Yrs,Chennai,Not disclosed
Business Analyst,IT Mines Technology Pvt. Ltd.,2-5 Yrs,Mumbai,Not disclosed
Business Analyst,BizKonnect Solutions Pvt Ltd.,3-8 Yrs,Pune,Not disclosed
