Title,Company,Experience,Location,Salary
Data Scientist,Nextgrowth Labs,3-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Luxoft,4-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Chkmt Global Technologies,2-7 Yrs,Hybrid - Bangalore/Bengaluru,6-16 Lacs PA
Data Scientist,Aptus Data Labs,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Phantom Smart Solutions,5-10 Yrs,"Bangalore/ Bengaluru, Karnataka",Not disclosed
Data Scientist,Reward360,1-3 Yrs,"Bangalore/ Bengaluru, Karnataka",6-13 Lacs PA
Data Scientist,Habilite Clinics,2-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Kanini Vanporul Systems Llp,4-7 Yrs,"Noida, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",Not disclosed
Data Scientist,Analytos,2-4 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Unusual Hire,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Werize,4-6 Yrs,Bangalore/Bengaluru,20-27.5 Lacs PA
DATA SCIENTIST - DATA SCIENCE & AI,Virtue Sources,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist - Python & SQL | Delta Air Lines,Talent500,4-6 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Bright Capital,1-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Dolby,5-8 Yrs,Bangalore/Bengaluru,Not disclosed
NLP Data Scientist,Finite HR Consulting Private Limited,3-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Open Insights,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2-7 Yrs,"Mumbai, Jamshedpur, Bangalore/Bengaluru",Not disclosed
Data Scientist,WSD Consultant,1-5 Yrs,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed
Data Scientist,Ageye Technologies,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,ATG Business Solutions,5-10 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",20-25 Lacs PA
Data Scientist,TMD - The Modern Dimension,2-7 Yrs,"New Delhi, Bangalore/Bengaluru",Not disclosed
Data Scientist,Techneplus Software,3-8 Yrs,"Noida, Bangalore/Bengaluru",Not disclosed
Machine Learning Data Scientist - NLP,Forecastera India,3-7 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed
Data Scientist,Aeries Technology,5-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,GLOINNT,5-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data scientist,Meyrahkee,3-7 Yrs,"Mumbai, Pune, Bengaluru",Not disclosed
Data Scientist-Machine Learning,SRS Infoway,5-9 Yrs,Bangalore/Bengaluru,Not disclosed
Data scientist ( WFH ),SPM Jobs,8-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Netcore Cloud,3-7 Yrs,"Mumbai, Bangalore/Bengaluru",Not disclosed
Data Scientist - Optimus (Deep Learning / Reinforcement Learning),Bert Labs,2-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Talchemist,5-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Eclinical Solutions,2-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist - MLB,Snapminds Technologies,2-3 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Krishpar Technologies,2-6 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,BDB.AI,3-8 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed
Data Scientist Predictive Modelling,Symmetrical Global Search Pvt Ltd,10-12 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist Machine Learning,Symmetrical Global Search Pvt Ltd,10-12 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist - AI ML Team,Customerxps Software,8-13 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Hyperthink Systems,5-10 Yrs,Bangalore/Bengaluru,Not disclosed
Machine Learning-data scientist,Diverse Lynx,2-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Scalein,4-9 Yrs,Bengaluru,Not disclosed
Data Scientist,Kaleidofin,6-11 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Heal Software,5-10 Yrs,Bangalore/Bengaluru,Not disclosed
AI Data Scientist,Seven Consultancy (HR Solution),4-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Pegasus Knowledge Solutions (PKSI),8-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Hyperthink Systems,3-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Dev Solutions,4-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Thoucentric,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Intuitor SoftTech Services Pvt. Ltd.,5-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Xebia It Architects,8-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Skillety,8-15 Yrs,"Noida, Bhubaneswar, Pune, Bangalore/Bengaluru",Not disclosed
Data Scientist / Advanced Analytics - Machine Learning,E2E Infoware,1-5 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
NLP Data Scientist,Ringcentral,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
NLP Data Scientist,Heaps Health Solutions India,2-3 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed
Data Scientist,Heaps Health Solutions India,1-4 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed
Data Scientist,Add On It Systems,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Zeta Global,3-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Sony,4-9 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Gforce Consulting Solutions,3-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,KAS Services India,3-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Xoom,1-3 Yrs,Bangalore/Bengaluru,Not disclosed
DATA SCIENTIST,String Bio,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,kk Consulting Services,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data scientist,Ihcc,9-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientists and Programmer,Zdaly,2-5 Yrs,Bengaluru,Not disclosed
Data Scientist,Talentfil,2-7 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
SDE2 Data Scientist,Multi Recruit,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
SDE1 Data Scientist,Multi Recruit,8-13 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Epifi Technologies,3-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Skillety,3-7 Yrs,Bangalore/Bengaluru,Not disclosed
Optimization Developer/Data Scientist,Talent Socio,2-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Machinepulse,3-5 Yrs,Bengaluru,Not disclosed
Data Scientist,Catenon,3-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Fanplay Iot,3-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist I,STATS PERFORM,1-3 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Grenosearch,5-9 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Diverse Lynx,2-7 Yrs,Bengaluru,Not disclosed
Data Scientist,Ramsoft Systems,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Novotree Minds Consulting,3-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Aarch Solutions,8-13 Yrs,Bengaluru,Not disclosed
Data Scientist,Draup,2-3 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Talent Zone Consultant,10-12 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Nhance Now,5-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Itorizon,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Talentica,6-8 Yrs,Bangalore/Bengaluru,Not disclosed
NLP - Data scientist,Rarr Technologies,2-7 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Rarr Technologies,4-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Kanini Vanporul Systems Llp,4-7 Yrs,"Noida, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",Not disclosed
Data Scientist III,Equinix,1-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Brainlabs Digital,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Braintosoul Consulting,3-6 Yrs,Bengaluru,Not disclosed
Data Scientist,Diverse Lynx,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,BrandMuscle,4-7 Yrs,Bangalore/Bengaluru,Not disclosed
"NLP , Data Scientist",Mango Sciences,4-6 Yrs,Bangalore/Bengaluru,Not disclosed
"Knowledge Graph , Data Scientist",Mango Sciences,3-5 Yrs,Bangalore/Bengaluru,Not disclosed
"Deep Learning , Data Scientist",Mango Sciences,3-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist 1,Xoom,2-4 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Werecruit Talent,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist 1,Kinara Capital,1-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Travel Centric Technology,5-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Seeburger,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Braintosoul Consulting,5-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Scripbox,6-10 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Aeries Technology,4-8 Yrs,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed
Data Scientist,Zauba Technologies & Data Services Private Limited,3-5 Yrs,Bengaluru,Not disclosed
Data Scientist,Fospe Software,4-6 Yrs,Bengaluru,Not disclosed
Data Scientist,EVRY India,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Seven Consultancy (HR Solution),3-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Germane Analytics,8-13 Yrs,Bengaluru,Not disclosed
Data Scientist,Aisera,3-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Inference Labs,2-3 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Bharat Light & Power (BLP),2-5 Yrs,Bengaluru,Not disclosed
DATA SCIENTIST,Fiddich,5-8 Yrs,Bengaluru,Not disclosed
Data Scientist,Trukker Technologies,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Acme Services,3-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Acme Services,3-8 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Z2 Plus Manpower,2-3 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Talent Zone Consultant,1-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Multi Recruit,2-5 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Multi Recruit,5-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Pattern Effects Labs,2-7 Yrs,Bengaluru,Not disclosed
Data Scientist,Bizviz Technologies,3-8 Yrs,"Hyderabad, Bengaluru",Not disclosed
Data Scientist,EVRY India,2-4 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist /software,Anicalls,5-9 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist / Machine Learning,Anicalls,7-9 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist - Python,Team4progress,4-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Krtrimaiq Ai Solutions,3-5 Yrs,Bengaluru,Not disclosed
AIML data scientist,Skillety,3-6 Yrs,Bangalore/Bengaluru,Not disclosed
Feasibility Data Scientist,Icon Plc,4-8 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Response Informatics,2-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist- Orc,Grenosearch,5-9 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Xpheno,3-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,CTD Techs,2-6 Yrs,"Chennai, Bangalore/Bengaluru",Not disclosed
Data Scientist,Token Metrics,2-3 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist -Technology,Anlage Infotech,5-10 Yrs,Bengaluru,Not disclosed
Data Scientist,Diverse Lynx,4-6 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Global Talent Pool,2-4 Yrs,Bengaluru,Not disclosed
Data Scientist,Rarr Technologies,8-12 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist - Artificial Intelligence / Machine Learning,Okda Solutions,4-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist - Predictive Modeling & Machine Learning,Redbox,3-8 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist - FMCG,OPTIONS INDIA GROUP,3-8 Yrs,Delhi / NCR,Not disclosed
Data Scientist,HR Remedy India,8-12 Yrs,Pune,Not disclosed
Data Scientist,Sundaram Finance (SFL),1-3 Yrs,"Chennai, Tamil Nadu",Not disclosed
Data Scientist,Intellect Design Arena,2-7 Yrs,"Mumbai, Hyderabad/Secunderabad, New Delhi, Pune, Chennai",Not disclosed
Data Scientist,Caterpillar Inc,1-10 Yrs,Chennai,Not disclosed
AI / ML Data Scientist,Nest Digital,8-13 Yrs,Kochi/Cochin,Not disclosed
Data Scientist ( m / f / d ),Aioneers Gmbh,3-8 Yrs,Pune,Not disclosed
NLP Data Scientist,Tiger Analytics,3-8 Yrs,Chennai,Not disclosed
Data Scientist,Capital Placement Services,2-7 Yrs,"Delhi, Gurgaon",Not disclosed
Data Scientists,Pratibha Analytics,2-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,iSpatial Techno Solution Pvt ltd.,4-9 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Green Clover,3-6 Yrs,Mumbai,Not disclosed
Data Scientist,Pepsi Foods,6-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Alp Consulting,3-7 Yrs,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad",Not disclosed
Hiring Data Scientist - Pune,People Powered Solutions,3-6 Yrs,Pune(Kalyani Nagar),7-15 Lacs PA
Senior Scientist/NLP/Machine Learning/Data Mining Professional,Career Maker,2-7 Yrs,Bangalore/Bengaluru,Not disclosed
Data Scientist,Scry Ai,3-8 Yrs,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram",Not disclosed
Data Scientist,Data Economy,6-9 Yrs,"Hyderabad/Secunderabad, Pune",Not disclosed
Data Scientist,7 Consultancy,4-6 Yrs,Noida,Not disclosed
Data Scientist,Gforce Consulting Solutions,3-8 Yrs,"Kolkata, Pune, Gurgaon/Gurugram",Not disclosed
Data Scientist,Development Data Lab,2-6 Yrs,New Delhi,Not disclosed
Business Data Scientist,Kinaxis Inc,4-8 Yrs,Chennai,Not disclosed
Data Scientist,Entytle India,2-7 Yrs,Hybrid - Pune,Not disclosed
Data Scientist,Sigfig,5-10 Yrs,Noida,Not disclosed
Data Scientist,7 Consultancy,2-7 Yrs,New Delhi,Not disclosed
Data Scientist,Recruitment Smart Technologies India Private Limited,4-8 Yrs,Ahmedabad,Not disclosed
Data Scientist,Recruitment Smart Technologies India Private Limited,4-10 Yrs,Ahmedabad,Not disclosed
Data Scientist,Innopark,5-6 Yrs,Hyderabad/Secunderabad,25-40 Lacs PA
Data Scientist,Comviva Technology,2-4 Yrs,"Gurgaon/ Gurugram, Haryana, Delhi / NCR",Not disclosed
Data Scientist,Aaum Research And Analytics,4-8 Yrs,Chennai,Not disclosed
Data Scientist,Plastic Omnium,5-10 Yrs,"Gurgaon/Gurugram, Manesar",Not disclosed
Data Scientist,Splash Math App,3-6 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist - I,Netomi,4-6 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist - I,Netomi,3-6 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist - Mortgage Finance,Finacplus,3-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Kuhoo Technology Services,3-7 Yrs,Mumbai,Not disclosed
Data Scientist,Infinite Uptime India Pvt. Ltd.,2-4 Yrs,Remote,12-18 Lacs PA (Including Variable: 10.0%)
Opening For LLM Experts - Large Language Model Data Scientists - GCP,T Systems,10-15 Yrs,Pune,Not disclosed
Data Scientist,Automationedge,4-8 Yrs,Pune,Not disclosed
Data Scientist,Saaki Argus Averil Consulting,5-7 Yrs,Chennai,Not disclosed
Data Scientist,International Initiative for Impact Evaluation (3ie),6-11 Yrs,New Delhi,Not disclosed
Data Scientist,Servilink Systems,1-2 Yrs,Vadodara,Not disclosed
Data Scientist,Sea And Beyond,2-5 Yrs,Mumbai,Not disclosed
Data Scientist,Diverse Lynx,2-7 Yrs,Pune,Not disclosed
Data Scientist,Diverse Lynx,2-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Diverse Lynx,2-7 Yrs,Pune,Not disclosed
Data Scientist,Gridlex,3-5 Yrs,Hyderabad/Secunderabad(Jubilee Hills),Not disclosed
Data Scientist,GenieTalk.ai,3-5 Yrs,Indore,Not disclosed
Data Scientist,Kumaran Systems,5-10 Yrs,Chennai,Not disclosed
Data Scientist,Diverse Lynx,2-7 Yrs,Pune,Not disclosed
Data Scientist,Enest Services,4-5 Yrs,Mohali,Not disclosed
Data Scientist,Tronlogix Tech pvt ltd.,5-10 Yrs,Chennai,10-15 Lacs PA
Data Scientist,Diverse Lynx,2-7 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist,Connexial Digital Technology,1-8 Yrs,"Noida, Chennai",Not disclosed
Data Scientist,IB Services &amp;amp; Technologies,2-4 Yrs,"Noida, Mumbai, Pune",Not disclosed
Data Scientist,7 Consultancy,3-6 Yrs,"Mumbai, Navi Mumbai",Not disclosed
Data Scientist,Metlife,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Enest Technologies,5-10 Yrs,Mohali,Not disclosed
AI Data Scientist,Recruitment Smart Technologies India Private Limited,4-10 Yrs,Ahmedabad,Not disclosed
Data Scientists Risk,Multi Recruit,5-8 Yrs,Mumbai,Not disclosed
Data Scientist - ETL,Jigya Software Services,3-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Dataeaze Systems,3-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Netxcell,4-9 Yrs,Vijayawada,Not disclosed
Data Scientist,7 Consultancy,2-5 Yrs,Noida,Not disclosed
Data Scientist,Pinnacle Specialists,2-5 Yrs,"Hybrid - Madurai, Chennai, Coimbatore",4-8 Lacs PA
Data Scientist,Pasinfotech,3-7 Yrs,Chennai,Not disclosed
Data Scientist,Dataeaze Systems,3-7 Yrs,Pune,Not disclosed
"Data Scientist, Growth and Data Products",News Corp Australia,3-8 Yrs,New Delhi,Not disclosed
DATA SCIENTIST,Pulsepoint,3-7 Yrs,Navi Mumbai,Not disclosed
Data Scientist/Machine Learning,CropData,3-8 Yrs,Nagpur,Not disclosed
Data scientist and warehouse developer,WorldEmp,6-11 Yrs,"Netherlands, Pune",Not disclosed
Data Scientist,Peak,2-7 Yrs,Pune,Not disclosed
Data Scientist,Cove Venture,2-5 Yrs,"Mumbai, Guntur",Not disclosed
Machine Learning-data Scientist,Saffron Consultancy Services(scs),6-10 Yrs,Pune,Not disclosed
Data Scientist / Machine Learning Expert,Anicalls,5-9 Yrs,Chennai,Not disclosed
Data Scientist,Fisker,3-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Bprise,3-7 Yrs,Mumbai,Not disclosed
Data Scientist,Itforte Staffing Services,3-8 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist,Winzo,3-7 Yrs,New Delhi,Not disclosed
Data Scientist,Demoport.in,3-5 Yrs,Chennai,Not disclosed
Data Scientist,Resulticks,5-10 Yrs,Chennai,Not disclosed
Data Scientist,Wavelabs Technologies,4-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Seven Consultancy (HR Solution),2-4 Yrs,Hyderabad/Secunderabad,Not disclosed
AI Data Scientist,Seven Consultancy (HR Solution),8-13 Yrs,Hyderabad/Secunderabad,Not disclosed
AI Data Scientist,Seven Consultancy (HR Solution),5-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Seven Consultancy (HR Solution),3-8 Yrs,Chennai,Not disclosed
Data Scientist,Seven Consultancy (HR Solution),3-8 Yrs,New Delhi,Not disclosed
Data Scientist,Seven Consultancy (HR Solution),2-7 Yrs,Mumbai,Not disclosed
AI Data Scientist,Seven Consultancy (HR Solution),4-9 Yrs,Chennai,Not disclosed
Data Scientist,ALLERIN TECHNOLOGIES Pvt Ltd.,2-7 Yrs,"Mumbai, Navi Mumbai",Not disclosed
Data Scientist,Fusion Plus Solutions,3-14 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Fusion Plus Solutions,3-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Fusion Plus Solutions,1-10 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Fusion Plus Solutions,3-6 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Data Axle Solutions,4-8 Yrs,Pune,Not disclosed
Data Scientist,Lakshmi North East Solutions,3-8 Yrs,Guwahati,Not disclosed
DATA ARCHITECT/DATA SCIENTIST,AxmiYaN HR Solutions Private Limited,5-10 Yrs,Gurgaon,Not disclosed
Data Scientist,Miniorange,3-15 Yrs,Pune,Not disclosed
Data Scientist,Diverse Lynx,3-9 Yrs,Chennai,Not disclosed
Data Scientist,Bonzer Business Solutions(BBS),5-10 Yrs,Noida,Not disclosed
Data Scientist,Acme Services,3-7 Yrs,Mumbai,Not disclosed
Data Scientist-Predictive Modelling,Anicalls,5-10 Yrs,Mumbai,Not disclosed
Data Scientist,Lakshmi North East Solutions,3-9 Yrs,Guwahati,Not disclosed
Data Scientist,Red Lotus Suites,3-5 Yrs,Mumbai,Not disclosed
Data Scientist - ML,Jigya Software Services,3-5 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Sourcegrids Consulting Llp,3-7 Yrs,Noida,Not disclosed
Data Scientist (NLP),Anicalls,5-10 Yrs,Chennai,Not disclosed
Data Scientist,placementplanet,2-3 Yrs,Ahmedabad,Not disclosed
Data Scientist (m/f/d),Aioneers Gmbh,3-7 Yrs,Pune,Not disclosed
Data Scientist,EVC Labs,3-5 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist,CONTUS TECH,3-6 Yrs,Chennai,Not disclosed
Data Scientist,Hookfish.in,4-8 Yrs,Mumbai,Not disclosed
Data Scientist,Pago Analytics,2-5 Yrs,Hyderabad/Secunderabad,Not disclosed
DATA SCIENTIST,NJ Group,2-5 Yrs,Surat,Not disclosed
Data Scientist,Eoraa & Co.,3-7 Yrs,New Delhi,Not disclosed
Data Scientist,Ank Aha,2-7 Yrs,New Delhi,Not disclosed
Data Scientist,Rfid4u It Solutions,3-8 Yrs,Coimbatore,Not disclosed
Data Scientist,Wavelabs Technologies,3-8 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist 1,Xoom,3-4 Yrs,Mumbai,Not disclosed
Data Scientist,Optimar Consulting,5-10 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist,AxmiYaN HR Solutions Private Limited,6-8 Yrs,Gurgaon/Gurugram,Not disclosed
Data Scientist,Hire It People,2-7 Yrs,Pune,Not disclosed
Data Scientist,Jindal Intellicom,5-10 Yrs,New Delhi,Not disclosed
Data Scientist,Acme Services,3-8 Yrs,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad",Not disclosed
Data Scientist,Vistan Nextgen,2-7 Yrs,Hyderabad/Secunderabad,Not disclosed
Data Scientist,Pago Analytics,2-4 Yrs,Hyderabad/Secunderabad,Not disclosed
Mid Level Data Scientist,Everestek Technosoft Solutions,3-8 Yrs,"Mumbai, Surat",Not disclosed
